length,height,whole_weight,sex_I,sex_M,age
0.485,0.36055512754639896,0.458,1,0,1
0.37,0.31622776601683794,0.228,0,1,1
0.35,0.3,0.1775,0,1,1
0.44,0.41231056256176607,0.4085,0,0,1
0.195,0.22360679774997896,0.032,0,1,1
0.325,0.27386127875258304,0.155,0,1,1
0.495,0.3535533905932738,0.4775,1,0,1
0.45,0.3807886552931954,0.525,1,0,1
0.415,0.3674234614174767,0.3865,0,1,1
0.47,0.37416573867739417,0.433,0,0,1
0.32,0.29154759474226505,0.17,0,1,1
0.31,0.27386127875258304,0.1295,0,1,1
0.235,0.2345207879911715,0.0515,0,1,1
0.345,0.282842712474619,0.169,0,1,1
0.485,0.37416573867739417,0.673,1,0,2
0.5,0.3391164991562634,0.6785,0,0,2
0.5,0.324037034920393,0.498,0,0,1
0.465,0.324037034920393,0.498,1,0,1
0.525,0.4,0.658,0,0,2
0.425,0.3082207001484488,0.322,0,0,1
0.38,0.3082207001484488,0.2815,0,0,1
0.53,0.3807886552931954,0.944,1,0,2
0.34,0.29154759474226505,0.1835,0,1,1
0.475,0.3391164991562634,0.49,1,0,1
0.43,0.34641016151377546,0.391,0,0,1
0.46,0.3535533905932738,0.467,0,1,1
0.47,0.36055512754639896,0.5225,1,0,1
0.36,0.31622776601683794,0.2105,0,1,1
0.355,0.3,0.168,0,1,1
0.38,0.31622776601683794,0.258,0,1,1
0.355,0.29154759474226505,0.1905,0,1,1
0.44,0.34641016151377546,0.487,1,0,1
0.51,0.36055512754639896,0.5735,0,0,1
0.325,0.29154759474226505,0.173,0,1,1
0.62,0.4242640687119285,1.1785,1,0,3
0.59,0.4,0.9,0,0,2
0.33,0.3082207001484488,0.1875,0,1,1
0.45,0.36055512754639896,0.3715,0,1,1
0.445,0.34641016151377546,0.347,1,0,1
0.33,0.27386127875258304,0.1145,0,1,1
0.48,0.3807886552931954,0.777,0,1,2
0.46,0.34641016151377546,0.4885,1,0,1
0.475,0.3535533905932738,0.447,0,0,1
0.255,0.25495097567963926,0.079,0,1,1
0.335,0.3,0.1665,1,0,1
0.47,0.36055512754639896,0.466,1,0,1
0.31,0.282842712474619,0.1345,0,1,1
0.37,0.33166247903553997,0.2305,0,0,1
0.295,0.27386127875258304,0.129,0,1,1
0.555,0.406201920231798,0.97,0,0,2
0.615,0.41231056256176607,1.14,0,0,3
0.58,0.44158804331639234,1.3165,1,0,3
0.585,0.4301162633521313,0.9585,0,0,2
0.65,0.4242640687119285,1.626,1,0,3
0.535,0.41231056256176607,0.781,1,0,2
0.415,0.36055512754639896,0.3675,0,0,1
0.38,0.324037034920393,0.281,0,0,1
0.45,0.34641016151377546,0.412,1,0,1
0.395,0.3082207001484488,0.2245,0,0,1
0.455,0.34641016151377546,0.4835,0,1,1
0.485,0.3872983346207417,0.605,0,0,2
0.55,0.39370039370059057,0.9175,0,1,2
0.45,0.3807886552931954,0.5425,0,0,1
0.475,0.3807886552931954,0.6175,0,1,2
0.5,0.39370039370059057,0.655,0,0,2
0.53,0.406201920231798,0.8115,0,0,2
0.49,0.3872983346207417,0.573,0,1,1
0.49,0.3872983346207417,0.7865,0,0,2
0.52,0.4242640687119285,0.64,0,0,2
0.54,0.3807886552931954,0.74,0,1,2
0.5,0.3391164991562634,0.5945,0,0,1
0.45,0.406201920231798,0.8165,0,0,2
0.37,0.31622776601683794,0.2225,0,0,1
0.37,0.31622776601683794,0.2295,1,0,1
0.485,0.37416573867739417,0.5725,0,1,1
0.435,0.3391164991562634,0.3915,0,0,1
0.535,0.4301162633521313,0.8345,0,1,2
0.51,0.37416573867739417,0.6515,0,1,2
0.565,0.4301162633521313,0.909,0,1,2
0.535,0.3872983346207417,0.8045,0,0,2
0.535,0.3535533905932738,0.927,0,0,2
0.525,0.41231056256176607,0.7305,0,1,2
0.59,0.3872983346207417,0.9555,0,1,2
0.5,0.3872983346207417,0.636,0,1,2
0.255,0.27386127875258304,0.0865,1,0,1
0.43,0.3391164991562634,0.3865,0,0,1
0.38,0.34641016151377546,0.283,0,1,1
0.165,0.1414213562373095,0.019,1,0,1
0.315,0.3,0.1285,1,0,1
0.155,0.22360679774997896,0.0175,1,0,1
0.28,0.31622776601683794,0.1165,0,1,1
0.43,0.34641016151377546,0.444,0,0,1
0.395,0.324037034920393,0.3515,0,0,1
0.385,0.324037034920393,0.2905,0,1,1
0.48,0.3674234614174767,0.536,0,0,1
0.445,0.324037034920393,0.4525,0,0,1
0.395,0.3391164991562634,0.316,0,1,1
0.4,0.3535533905932738,0.417,0,1,1
0.415,0.37416573867739417,0.417,0,1,1
0.315,0.3,0.203,0,1,1
0.345,0.3,0.207,0,0,1
0.36,0.36055512754639896,0.2765,0,1,1
0.295,0.3,0.1105,1,0,1
0.325,0.282842712474619,0.176,1,0,1
0.375,0.31622776601683794,0.2465,0,1,1
0.28,0.2345207879911715,0.1135,1,0,1
0.355,0.29154759474226505,0.201,0,1,1
0.35,0.282842712474619,0.1915,0,1,1
0.275,0.25495097567963926,0.1035,1,0,1
0.29,0.2645751311064591,0.0975,1,0,1
0.25,0.2449489742783178,0.0765,1,0,1
0.18,0.18708286933869708,0.0265,1,0,1
0.15,0.15811388300841897,0.015,1,0,1
0.16,0.15811388300841897,0.018,1,0,1
0.555,0.4,1.0575,0,1,3
0.555,0.3872983346207417,1.092,0,1,3
0.525,0.36055512754639896,0.99,0,1,2
0.465,0.282842712474619,0.488,0,1,1
0.49,0.33166247903553997,0.5005,0,0,1
0.4,0.29154759474226505,0.297,0,1,1
0.48,0.324037034920393,0.525,0,0,1
0.505,0.3535533905932738,0.77,0,1,2
0.52,0.34641016151377546,0.6515,0,0,2
0.525,0.36055512754639896,0.8295,0,1,2
0.545,0.36055512754639896,0.879,0,1,2
0.52,0.34641016151377546,0.823,0,1,2
0.505,0.36055512754639896,0.656,0,1,2
0.525,0.34641016151377546,0.8665,0,1,2
0.51,0.3535533905932738,0.6565,0,1,2
0.52,0.3391164991562634,0.669,0,1,2
0.52,0.3535533905932738,0.6435,0,0,2
0.535,0.3674234614174767,0.862,0,1,2
0.445,0.3,0.3795,0,1,1
0.53,0.4527692569068708,0.835,0,1,2
0.36,0.3,0.2065,0,0,1
0.535,0.3872983346207417,0.7365,0,0,2
0.52,0.37416573867739417,0.8175,0,0,2
0.53,0.36055512754639896,0.8425,0,1,2
0.53,0.36055512754639896,1.001,0,0,3
0.66,0.4472135954999579,1.676,0,0,3
0.52,0.37416573867739417,0.6595,0,1,2
0.535,0.36055512754639896,0.8055,0,1,2
0.695,0.4183300132670378,1.5165,0,1,3
0.51,0.324037034920393,0.612,0,0,2
0.485,0.34641016151377546,0.547,0,1,1
0.605,0.41231056256176607,1.122,0,0,3
0.58,0.406201920231798,1.1365,0,0,3
0.65,0.4183300132670378,1.4805,0,1,3
0.62,0.4301162633521313,1.5275,0,1,3
0.615,0.39370039370059057,1.1375,0,1,3
0.605,0.43588989435406733,1.437,0,0,3
0.57,0.39370039370059057,1.116,0,1,3
0.57,0.34641016151377546,1.0615,0,1,3
0.585,0.3872983346207417,1.2565,0,1,3
0.55,0.39370039370059057,0.946,0,0,2
0.54,0.3674234614174767,0.959,0,0,2
0.64,0.43588989435406733,1.613,0,1,3
0.61,0.3807886552931954,1.153,0,0,3
0.545,0.3872983346207417,0.978,0,1,2
0.59,0.36055512754639896,1.1325,0,0,3
0.345,0.3082207001484488,0.197,0,1,1
0.55,0.39370039370059057,0.785,0,0,2
0.53,0.41231056256176607,0.949,0,0,2
0.53,0.406201920231798,0.9805,0,0,2
0.485,0.37416573867739417,0.521,1,0,1
0.385,0.3391164991562634,0.2685,0,1,1
0.455,0.3674234614174767,0.462,0,1,1
0.49,0.37416573867739417,0.7605,0,1,2
0.53,0.406201920231798,0.732,0,1,2
0.505,0.3807886552931954,0.6775,0,1,2
0.49,0.37416573867739417,0.6385,0,1,2
0.465,0.37416573867739417,0.5755,0,1,1
0.47,0.3807886552931954,0.537,0,0,1
0.56,0.406201920231798,0.93,0,1,2
0.505,0.3872983346207417,0.6415,0,1,2
0.515,0.3807886552931954,0.8815,0,1,2
0.385,0.3535533905932738,0.244,1,0,1
0.215,0.2449489742783178,0.0525,1,0,1
0.55,0.4183300132670378,1.042,0,1,3
0.515,0.36055512754639896,0.5755,0,0,1
0.495,0.3674234614174767,0.709,0,1,2
0.505,0.4,0.644,0,0,2
0.6,0.406201920231798,0.8875,0,0,2
0.57,0.4,0.8935,0,0,2
0.485,0.3674234614174767,0.556,0,0,1
0.47,0.4242640687119285,0.51,0,1,1
0.575,0.406201920231798,0.9215,0,1,2
0.58,0.4,1.0345,0,1,3
0.515,0.3807886552931954,0.695,0,1,2
0.53,0.39370039370059057,0.7155,0,1,2
0.44,0.33166247903553997,0.394,0,1,1
0.52,0.4,0.745,0,1,2
0.425,0.33166247903553997,0.3665,0,0,1
0.46,0.3674234614174767,0.495,0,1,1
0.45,0.3535533905932738,0.349,0,1,1
0.425,0.36055512754639896,0.4405,0,1,1
0.37,0.31622776601683794,0.22,1,0,1
0.515,0.3674234614174767,0.6615,0,1,2
0.405,0.34641016151377546,0.3185,0,1,1
0.28,0.2645751311064591,0.1015,1,0,1
0.48,0.3535533905932738,0.759,0,0,2
0.44,0.36055512754639896,0.4195,0,0,1
0.52,0.3391164991562634,0.807,0,0,2
0.505,0.37416573867739417,0.875,0,1,2
0.49,0.36055512754639896,0.6835,0,0,2
0.235,0.2345207879911715,0.067,1,0,1
0.255,0.2449489742783178,0.088,1,0,1
0.315,0.29154759474226505,0.1715,1,0,1
0.325,0.282842712474619,0.1735,1,0,1
0.335,0.282842712474619,0.183,1,0,1
0.35,0.3,0.2055,1,0,1
0.35,0.2645751311064591,0.18,1,0,1
0.36,0.29154759474226505,0.27,1,0,1
0.365,0.3674234614174767,0.24,1,0,1
0.37,0.37416573867739417,0.2215,1,0,1
0.38,0.3082207001484488,0.1375,1,0,1
0.385,0.3082207001484488,0.312,1,0,1
0.385,0.31622776601683794,0.2895,1,0,1
0.395,0.3082207001484488,0.319,1,0,1
0.395,0.3082207001484488,0.304,1,0,1
0.4,0.31622776601683794,0.306,1,0,1
0.41,0.31622776601683794,0.394,1,0,1
0.415,0.33166247903553997,0.3735,1,0,1
0.415,0.31622776601683794,0.325,0,1,1
0.425,0.31622776601683794,0.398,1,0,1
0.44,0.3391164991562634,0.501,1,0,1
0.445,0.31622776601683794,0.4895,1,0,1
0.445,0.31622776601683794,0.378,1,0,1
0.45,0.36055512754639896,0.547,1,0,1
0.47,0.34641016151377546,0.5805,0,1,1
0.475,0.3535533905932738,0.5465,1,0,1
0.48,0.3674234614174767,0.6395,0,0,2
0.485,0.324037034920393,0.498,1,0,1
0.49,0.3535533905932738,0.609,0,1,2
0.495,0.3535533905932738,0.7555,0,0,2
0.5,0.3535533905932738,0.5975,0,1,1
0.505,0.37416573867739417,0.8275,0,1,2
0.525,0.36055512754639896,0.7635,0,1,2
0.54,0.3535533905932738,0.891,0,1,2
0.54,0.37416573867739417,0.805,0,0,2
0.545,0.3674234614174767,0.9185,0,0,2
0.55,0.3535533905932738,0.923,0,0,2
0.55,0.3872983346207417,1.0145,0,1,3
0.55,0.3872983346207417,0.875,0,0,2
0.555,0.3807886552931954,0.9685,0,1,2
0.565,0.39370039370059057,1.0595,0,1,3
0.57,0.3872983346207417,0.952,0,1,2
0.57,0.36055512754639896,0.7535,0,1,2
0.575,0.37416573867739417,0.958,0,0,2
0.59,0.406201920231798,1.077,0,1,3
0.59,0.36055512754639896,1.102,0,1,3
0.595,0.3872983346207417,1.11,0,0,3
0.595,0.4,1.2095,0,0,3
0.595,0.4,1.1405,0,0,3
0.595,0.37416573867739417,1.113,0,0,3
0.6,0.4183300132670378,1.3445,0,1,3
0.6,0.39370039370059057,1.21,0,0,3
0.6,0.4183300132670378,1.29,0,1,3
0.605,0.4183300132670378,1.382,0,0,3
0.605,0.4,1.1035,0,1,3
0.615,0.4183300132670378,1.377,0,0,3
0.615,0.3872983346207417,1.3435,0,0,3
0.615,0.3872983346207417,1.296,0,1,3
0.615,0.406201920231798,1.34,0,1,3
0.62,0.4,1.3725,0,0,3
0.62,0.406201920231798,1.307,0,1,3
0.625,0.39370039370059057,1.2085,0,0,3
0.625,0.4472135954999579,1.3825,0,0,3
0.63,0.406201920231798,1.26,0,1,3
0.635,0.41231056256176607,1.3555,0,1,3
0.635,0.3872983346207417,1.376,0,0,3
0.635,0.406201920231798,1.2945,0,0,3
0.64,0.406201920231798,1.486,0,0,3
0.65,0.4183300132670378,1.4715,0,1,3
0.655,0.406201920231798,1.4095,0,1,3
0.655,0.4527692569068708,2.0805,0,1,3
0.66,0.41231056256176607,1.3905,0,1,3
0.66,0.43588989435406733,1.558,0,1,3
0.67,0.4,1.309,0,0,3
0.675,0.41231056256176607,1.8095,0,0,3
0.675,0.39370039370059057,1.4785,0,0,3
0.68,0.44158804331639234,1.7775,0,0,3
0.685,0.4,1.6675,0,0,3
0.695,0.469041575982343,1.834,0,0,3
0.73,0.47958315233127197,2.8255,0,1,3
0.205,0.22360679774997896,0.046,1,0,1
0.24,0.2345207879911715,0.0705,1,0,1
0.24,0.25495097567963926,0.0665,1,0,1
0.255,0.22360679774997896,0.083,1,0,1
0.255,0.2345207879911715,0.083,1,0,1
0.265,0.2449489742783178,0.092,1,0,1
0.28,0.27386127875258304,0.117,1,0,1
0.295,0.282842712474619,0.1625,1,0,1
0.3,0.282842712474619,0.131,1,0,1
0.3,0.3082207001484488,0.1385,1,0,1
0.305,0.2645751311064591,0.141,1,0,1
0.315,0.27386127875258304,0.1485,1,0,1
0.315,0.2645751311064591,0.144,1,0,1
0.32,0.3,0.1575,1,0,1
0.325,0.27386127875258304,0.187,1,0,1
0.33,0.29154759474226505,0.196,1,0,1
0.335,0.27386127875258304,0.1825,1,0,1
0.335,0.27386127875258304,0.186,1,0,1
0.34,0.27386127875258304,0.1785,1,0,1
0.34,0.2645751311064591,0.2225,1,0,1
0.345,0.31622776601683794,0.2455,1,0,1
0.37,0.3082207001484488,0.249,1,0,1
0.37,0.3082207001484488,0.2865,1,0,1
0.375,0.3,0.215,1,0,1
0.385,0.282842712474619,0.251,1,0,1
0.41,0.3,0.339,1,0,1
0.41,0.3,0.3535,1,0,1
0.41,0.3,0.3335,1,0,1
0.415,0.3,0.3595,1,0,1
0.42,0.3391164991562634,0.376,1,0,1
0.42,0.31622776601683794,0.3435,1,0,1
0.425,0.31622776601683794,0.382,1,0,1
0.425,0.31622776601683794,0.377,1,0,1
0.43,0.31622776601683794,0.3645,1,0,1
0.43,0.3,0.425,1,0,1
0.435,0.34641016151377546,0.3995,1,0,1
0.435,0.3391164991562634,0.3925,1,0,1
0.44,0.36055512754639896,0.4495,1,0,1
0.44,0.3,0.35,1,0,1
0.445,0.33166247903553997,0.4355,0,0,1
0.445,0.36055512754639896,0.4195,1,0,1
0.45,0.36055512754639896,0.478,1,0,1
0.45,0.324037034920393,0.4445,1,0,1
0.45,0.33166247903553997,0.47,1,0,1
0.45,0.324037034920393,0.447,1,0,1
0.455,0.3535533905932738,0.5325,1,0,1
0.455,0.34641016151377546,0.497,1,0,1
0.46,0.31622776601683794,0.4635,1,0,1
0.46,0.324037034920393,0.449,1,0,1
0.465,0.3391164991562634,0.467,1,0,1
0.465,0.3391164991562634,0.534,1,0,1
0.465,0.33166247903553997,0.4415,1,0,1
0.465,0.3535533905932738,0.482,0,0,1
0.47,0.34641016151377546,0.612,0,1,2
0.47,0.34641016151377546,0.582,0,0,1
0.475,0.3535533905932738,0.537,0,1,1
0.475,0.34641016151377546,0.5915,0,0,1
0.48,0.3391164991562634,0.6765,0,1,2
0.48,0.3807886552931954,0.64,0,1,2
0.48,0.31622776601683794,0.439,0,1,1
0.48,0.34641016151377546,0.6015,0,1,2
0.485,0.3391164991562634,0.4785,0,0,1
0.49,0.3535533905932738,0.649,0,1,2
0.495,0.3674234614174767,0.6335,0,1,2
0.495,0.3674234614174767,0.61,0,1,2
0.5,0.3674234614174767,0.6595,0,1,2
0.5,0.34641016151377546,0.56,1,0,1
0.5,0.3674234614174767,0.6425,0,1,2
0.5,0.3535533905932738,0.6725,0,1,2
0.505,0.36055512754639896,0.674,0,0,2
0.505,0.3872983346207417,0.685,1,0,2
0.505,0.3535533905932738,0.642,0,1,2
0.505,0.3535533905932738,0.601,1,0,2
0.51,0.3674234614174767,0.769,0,1,2
0.51,0.31622776601683794,0.5785,1,0,1
0.51,0.3674234614174767,0.769,1,0,2
0.51,0.3872983346207417,0.7035,0,1,2
0.51,0.3807886552931954,0.796,0,1,2
0.515,0.37416573867739417,0.834,0,0,2
0.515,0.39370039370059057,0.7125,0,1,2
0.525,0.37416573867739417,0.724,0,0,2
0.525,0.37416573867739417,0.7325,0,1,2
0.53,0.36055512754639896,0.7585,0,0,2
0.53,0.3872983346207417,0.8495,0,0,2
0.53,0.3535533905932738,0.6515,0,1,2
0.535,0.3674234614174767,0.8215,0,0,2
0.535,0.37416573867739417,0.7165,0,1,2
0.535,0.37416573867739417,0.874,0,1,2
0.55,0.39370039370059057,0.9905,0,0,2
0.55,0.37416573867739417,0.8105,0,0,2
0.56,0.4,0.967,0,0,2
0.565,0.36055512754639896,0.6975,0,0,2
0.57,0.39370039370059057,1.195,0,1,3
0.57,0.39370039370059057,1.1935,0,1,3
0.57,0.3872983346207417,1.107,0,0,3
0.57,0.37416573867739417,1.0635,0,1,3
0.57,0.41231056256176607,0.9035,0,1,2
0.575,0.4,1.114,0,1,3
0.575,0.4,1.103,0,0,3
0.58,0.3872983346207417,1.1155,0,0,3
0.58,0.4242640687119285,1.0515,0,0,3
0.58,0.3872983346207417,1.012,0,1,3
0.58,0.3807886552931954,1.137,0,0,3
0.58,0.36055512754639896,1.1335,0,1,3
0.59,0.39370039370059057,1.136,0,1,3
0.59,0.4,1.206,0,1,3
0.59,0.3807886552931954,1.063,0,0,3
0.595,0.39370039370059057,1.121,0,0,3
0.595,0.3872983346207417,1.114,0,0,3
0.595,0.406201920231798,1.213,0,1,3
0.595,0.37416573867739417,1.0045,0,0,3
0.595,0.3872983346207417,1.044,0,1,3
0.605,0.3872983346207417,1.1345,0,0,3
0.605,0.39370039370059057,1.161,0,1,3
0.605,0.406201920231798,1.2315,0,1,3
0.61,0.3872983346207417,1.1625,0,1,3
0.61,0.39370039370059057,1.168,0,1,3
0.615,0.4,1.2525,0,0,3
0.62,0.4242640687119285,1.3315,0,0,3
0.625,0.41231056256176607,1.3525,0,0,3
0.625,0.4183300132670378,1.3325,0,1,3
0.625,0.4183300132670378,1.1435,0,0,3
0.625,0.406201920231798,1.288,0,0,3
0.625,0.4472135954999579,1.38,0,0,3
0.63,0.39370039370059057,1.278,0,1,3
0.63,0.406201920231798,1.3075,0,0,3
0.63,0.3872983346207417,1.1785,0,1,3
0.635,0.4183300132670378,1.375,0,1,3
0.635,0.4301162633521313,1.4065,0,1,3
0.64,0.39370039370059057,1.4025,0,1,3
0.64,0.41231056256176607,1.5175,0,0,3
0.64,0.4183300132670378,1.394,0,0,3
0.645,0.39370039370059057,1.2205,0,0,3
0.645,0.4183300132670378,1.636,0,1,3
0.645,0.4183300132670378,1.561,0,1,3
0.645,0.406201920231798,1.4325,0,0,3
0.645,0.4183300132670378,1.3385,0,1,3
0.645,0.4,1.2465,0,0,3
0.645,0.3872983346207417,1.212,0,0,3
0.65,0.4,1.304,0,1,3
0.65,0.458257569495584,1.6785,0,1,3
0.65,0.4301162633521313,1.622,0,1,3
0.655,0.4,1.494,0,0,3
0.655,0.4183300132670378,1.6525,0,0,3
0.66,0.4301162633521313,1.528,0,0,3
0.66,0.43588989435406733,1.5905,0,1,3
0.66,0.44158804331639234,1.6275,0,1,3
0.66,0.4242640687119285,1.3695,0,0,3
0.67,0.406201920231798,1.6085,0,1,3
0.675,0.4743416490252569,1.587,0,0,3
0.675,0.44158804331639234,1.8375,0,0,3
0.68,0.4301162633521313,1.607,0,1,3
0.69,0.4183300132670378,1.7005,0,1,3
0.69,0.4472135954999579,1.872,0,1,3
0.695,0.4183300132670378,1.8385,0,0,3
0.705,0.4242640687119285,1.685,0,0,3
0.71,0.4527692569068708,2.198,0,1,3
0.715,0.4183300132670378,1.9525,0,1,3
0.715,0.4301162633521313,1.56,0,0,3
0.735,0.469041575982343,2.555,0,0,3
0.765,0.469041575982343,2.302,0,1,3
0.185,0.21213203435596426,0.029,1,0,1
0.195,0.21213203435596426,0.0375,1,0,1
0.195,0.2,0.0325,1,0,1
0.2,0.2,0.0435,1,0,1
0.225,0.2345207879911715,0.059,1,0,1
0.245,0.25495097567963926,0.071,1,0,1
0.25,0.25495097567963926,0.0685,1,0,1
0.265,0.2345207879911715,0.084,1,0,1
0.275,0.25495097567963926,0.106,1,0,1
0.28,0.29154759474226505,0.1075,1,0,1
0.285,0.25495097567963926,0.096,1,0,1
0.3,0.282842712474619,0.1255,1,0,1
0.315,0.2345207879911715,0.151,1,0,1
0.32,0.29154759474226505,0.1415,1,0,1
0.34,0.282842712474619,0.2015,1,0,1
0.37,0.31622776601683794,0.221,1,0,1
0.375,0.282842712474619,0.2345,1,0,1
0.375,0.31622776601683794,0.2325,1,0,1
0.385,0.282842712474619,0.2485,1,0,1
0.4,0.3082207001484488,0.348,1,0,1
0.405,0.33166247903553997,0.32,1,0,1
0.41,0.31622776601683794,0.282,1,0,1
0.41,0.31622776601683794,0.3245,1,0,1
0.42,0.324037034920393,0.316,1,0,1
0.42,0.33166247903553997,0.3625,1,0,1
0.42,0.3082207001484488,0.279,1,0,1
0.425,0.3391164991562634,0.3685,1,0,1
0.43,0.34641016151377546,0.397,0,1,1
0.435,0.33166247903553997,0.413,1,0,1
0.435,0.3391164991562634,0.418,1,0,1
0.44,0.33166247903553997,0.3705,1,0,1
0.445,0.324037034920393,0.409,1,0,1
0.445,0.3807886552931954,0.434,1,0,1
0.445,0.33166247903553997,0.411,1,0,1
0.45,0.3535533905932738,0.462,1,0,1
0.45,0.34641016151377546,0.4925,1,0,1
0.45,0.324037034920393,0.3715,1,0,1
0.45,0.31622776601683794,0.411,1,0,1
0.45,0.33166247903553997,0.3685,1,0,1
0.46,0.3391164991562634,0.4155,1,0,1
0.47,0.324037034920393,0.544,0,1,1
0.47,0.3535533905932738,0.4845,1,0,1
0.475,0.33166247903553997,0.4565,1,0,1
0.475,0.31622776601683794,0.4545,1,0,1
0.48,0.3535533905932738,0.6245,1,0,2
0.49,0.3535533905932738,0.5225,0,1,1
0.5,0.37416573867739417,0.5495,1,0,1
0.5,0.34641016151377546,0.542,1,0,1
0.5,0.3535533905932738,0.519,1,0,1
0.5,0.3535533905932738,0.5215,0,1,1
0.505,0.3535533905932738,0.5445,0,0,1
0.51,0.3535533905932738,0.6795,1,0,2
0.51,0.3535533905932738,0.545,0,0,1
0.51,0.3535533905932738,0.5575,1,0,1
0.51,0.3391164991562634,0.5155,1,0,1
0.515,0.3535533905932738,0.6115,1,0,2
0.52,0.3807886552931954,0.7765,0,1,2
0.52,0.3674234614174767,0.5395,1,0,1
0.52,0.3535533905932738,0.5545,1,0,1
0.52,0.3872983346207417,1.019,0,0,3
0.525,0.36055512754639896,0.6455,1,0,2
0.525,0.37416573867739417,0.601,1,0,2
0.525,0.34641016151377546,0.7555,0,1,2
0.525,0.34641016151377546,0.608,1,0,2
0.53,0.3535533905932738,0.617,1,0,2
0.535,0.3535533905932738,0.599,1,0,1
0.54,0.37416573867739417,0.6665,1,0,2
0.545,0.3674234614174767,0.7835,0,1,2
0.545,0.34641016151377546,0.793,0,1,2
0.545,0.37416573867739417,0.82,0,1,2
0.55,0.3674234614174767,0.8145,0,0,2
0.55,0.3872983346207417,0.84,0,0,2
0.55,0.3872983346207417,0.8315,0,1,2
0.56,0.3807886552931954,0.8995,0,1,2
0.56,0.4,0.8965,0,1,2
0.56,0.39370039370059057,0.6405,0,0,2
0.56,0.3807886552931954,0.852,0,1,2
0.565,0.3872983346207417,0.9595,0,1,2
0.565,0.3872983346207417,0.99,0,1,2
0.565,0.4183300132670378,1.0095,0,0,3
0.57,0.3872983346207417,1.0375,0,1,3
0.57,0.3807886552931954,0.8775,0,0,2
0.57,0.3872983346207417,0.755,1,0,2
0.575,0.3807886552931954,0.9945,0,0,2
0.575,0.4,1.068,0,0,3
0.575,0.37416573867739417,0.8455,0,1,2
0.575,0.406201920231798,0.869,0,0,2
0.575,0.3674234614174767,0.907,0,1,2
0.575,0.36055512754639896,0.805,1,0,2
0.575,0.41231056256176607,1.0225,0,1,3
0.575,0.3807886552931954,0.847,0,1,2
0.58,0.3872983346207417,1.114,0,1,3
0.58,0.44158804331639234,1.859,0,1,3
0.58,0.3674234614174767,0.814,0,1,2
0.58,0.37416573867739417,0.9615,0,1,2
0.58,0.3807886552931954,1.0025,0,1,3
0.58,0.39370039370059057,0.93,0,0,2
0.585,0.3807886552931954,0.9335,0,1,2
0.585,0.4,0.9555,0,1,2
0.59,0.3872983346207417,0.9955,0,1,2
0.6,0.4,1.0265,0,0,3
0.6,0.41231056256176607,1.1915,0,1,3
0.6,0.3872983346207417,1.1025,0,0,3
0.6,0.39370039370059057,1.0165,0,1,3
0.605,0.406201920231798,1.1775,0,0,3
0.605,0.37416573867739417,1.1175,0,1,3
0.605,0.41231056256176607,1.1835,0,1,3
0.605,0.406201920231798,1.056,0,0,3
0.61,0.4,1.0145,0,1,3
0.61,0.3807886552931954,1.3305,0,1,3
0.61,0.406201920231798,1.052,0,1,3
0.615,0.41231056256176607,1.0565,0,1,3
0.615,0.3872983346207417,0.923,0,0,2
0.615,0.39370039370059057,1.027,0,0,3
0.62,0.3674234614174767,1.0195,0,1,3
0.62,0.4472135954999579,0.858,0,1,2
0.62,0.4,1.1125,0,0,3
0.625,0.4183300132670378,1.3745,0,0,3
0.625,0.4301162633521313,1.2065,0,1,3
0.63,0.39370039370059057,1.1325,0,1,3
0.63,0.4183300132670378,1.2645,0,1,3
0.635,0.1224744871391589,1.1565,0,0,3
0.64,0.406201920231798,1.369,0,1,3
0.645,0.44158804331639234,1.39,0,1,3
0.645,0.41231056256176607,1.1345,0,0,3
0.65,0.43588989435406733,1.464,0,0,3
0.65,0.39370039370059057,1.202,0,1,3
0.655,0.4,1.31,0,1,3
0.655,0.4183300132670378,1.415,0,0,3
0.66,0.4301162633521313,1.346,0,0,3
0.665,0.4,1.363,0,1,3
0.665,0.41231056256176607,1.2975,1,0,3
0.67,0.4527692569068708,1.3645,0,0,3
0.685,0.4636809247747852,1.7025,0,0,3
0.685,0.406201920231798,1.519,0,1,3
0.69,0.39370039370059057,1.454,0,0,3
0.69,0.458257569495584,1.583,0,1,3
0.69,0.41231056256176607,1.5535,0,0,3
0.695,0.4301162633521313,1.74,0,1,3
0.7,0.4242640687119285,1.751,0,1,3
0.7,0.43588989435406733,2.273,0,1,3
0.7,0.43588989435406733,1.6465,0,0,3
0.705,0.41231056256176607,1.219,0,0,3
0.71,0.4242640687119285,1.652,0,0,3
0.715,0.43588989435406733,2.0045,0,1,3
0.715,0.43588989435406733,1.6755,0,1,3
0.72,0.44158804331639234,2.103,0,0,3
0.72,0.4472135954999579,1.9965,0,0,3
0.72,0.3807886552931954,1.187,0,1,3
0.725,0.4301162633521313,1.978,0,1,3
0.73,0.4301162633521313,1.8795,0,0,3
0.735,0.4301162633521313,2.124,0,1,3
0.745,0.4636809247747852,1.931,0,1,3
0.75,0.458257569495584,2.236,0,0,3
0.755,0.458257569495584,2.505,0,0,3
0.755,0.4527692569068708,2.0065,0,1,3
0.78,0.4636809247747852,2.657,0,0,3
0.185,0.34641016151377546,0.4645,1,0,1
0.245,0.2449489742783178,0.0765,1,0,1
0.25,0.25495097567963926,0.0685,1,0,1
0.25,0.25495097567963926,0.0835,1,0,1
0.275,0.3,0.1125,1,0,1
